Short name,Date,N.PRB.UL.DrbUsed.Avg[%],N.ThpVol.UL,N.User.RRCConn.Active.UL.Avg
cell232,2025-02-16 00:00:00,19.83469387755102,2481459.496,2.516
cell232,2025-02-16 00:15:00,27.65102040816327,4380263.792,2.405
cell232,2025-02-16 00:30:00,19.252244897959184,1416415.304,2.291
cell232,2025-02-16 00:45:00,21.51224489795918,2276775.504,2.202
cell232,2025-02-16 01:00:00,18.991428571428575,2549291.52,1.989
cell232,2025-02-16 01:15:00,16.006938775510203,1352302.76,2.282
cell232,2025-02-16 01:30:00,8.514285714285714,423913.736,1.149
cell232,2025-02-16 01:45:00,10.841224489795918,909629.928,1.119
cell232,2025-02-16 02:00:00,7.933877551020407,570303.84,1.087
cell232,2025-02-16 02:15:00,12.706530612244899,1152274.104,0.928
cell232,2025-02-16 02:30:00,15.297959183673468,254957.048,1.305
cell232,2025-02-16 02:45:00,11.67469387755102,341960.456,0.995
cell232,2025-02-16 03:00:00,8.446938775510205,363314.92,0.734
cell232,2025-02-16 03:15:00,5.68938775510204,211473.024,0.434
cell232,2025-02-16 03:30:00,4.840408163265306,243944.512,0.63
cell232,2025-02-16 03:45:00,5.213469387755102,157615.672,0.722
cell232,2025-02-16 04:00:00,3.348163265306122,128561.76,0.277
cell232,2025-02-16 04:15:00,5.084489795918367,48375.488,0.379
cell232,2025-02-16 04:30:00,6.5967346938775515,39538.32,0.508
cell232,2025-02-16 04:45:00,6.2975510204081635,143666.376,0.52
cell232,2025-02-16 05:00:00,6.96204081632653,412969.088,0.594
cell232,2025-02-16 05:15:00,3.3987755102040813,33252.192,0.406
cell232,2025-02-16 05:30:00,0.7110204081632653,12488.744,0.13
cell232,2025-02-16 05:45:00,1.273061224489796,34662.376,0.171
cell232,2025-02-16 06:00:00,2.1310204081632653,147077.0,0.218
cell232,2025-02-16 06:15:00,5.446122448979592,164716.696,0.361
cell232,2025-02-16 06:30:00,3.513469387755102,27156.912,0.298
cell232,2025-02-16 06:45:00,4.313877551020409,34615.44,0.337
cell232,2025-02-16 07:00:00,4.790204081632654,157255.008,0.373
cell232,2025-02-16 07:15:00,3.328163265306122,34989.504,0.285
cell232,2025-02-16 07:30:00,2.9391836734693877,74947.376,0.316
cell232,2025-02-16 07:45:00,4.039591836734694,206844.8,0.409
cell232,2025-02-16 08:00:00,4.455102040816326,103095.392,0.481
cell232,2025-02-16 08:15:00,13.871836734693876,422952.792,1.331
cell232,2025-02-16 08:30:00,8.534693877551021,182673.864,0.799
cell232,2025-02-16 08:45:00,7.483265306122449,465913.376,0.826
cell232,2025-02-16 09:00:00,11.073469387755102,1173181.712,0.785
cell232,2025-02-16 09:15:00,6.659183673469387,239545.136,0.707
cell232,2025-02-16 09:30:00,8.544489795918368,311649.296,1.055
cell232,2025-02-16 09:45:00,8.502040816326529,400618.136,1.173
cell232,2025-02-16 10:00:00,7.057551020408163,322995.648,0.831
cell232,2025-02-16 10:15:00,5.7987755102040826,176425.064,0.726
cell232,2025-02-16 10:30:00,6.793469387755101,236425.736,0.951
cell232,2025-02-16 10:45:00,9.075510204081633,663389.384,1.059
cell232,2025-02-16 11:00:00,7.477142857142857,256605.512,0.9
cell232,2025-02-16 11:15:00,8.109387755102041,334207.496,1.087
cell232,2025-02-16 11:30:00,10.341632653061223,544523.256,1.467
cell232,2025-02-16 11:45:00,9.830204081632653,343087.48,1.289
cell232,2025-02-16 12:00:00,12.439183673469387,716948.4,1.911
cell232,2025-02-16 12:15:00,21.55551020408163,1071144.52,2.04
cell232,2025-02-16 12:30:00,11.075510204081633,442631.88,2.006
cell232,2025-02-16 12:45:00,11.866530612244897,864560.536,2.283
cell232,2025-02-16 13:00:00,16.578775510204082,1696011.68,2.347
cell232,2025-02-16 13:15:00,23.782448979591837,3201847.496,2.242
cell232,2025-02-16 13:30:00,14.426122448979593,689330.552,2.396
cell232,2025-02-16 13:45:00,13.419183673469389,710824.768,2.574
cell232,2025-02-16 14:00:00,15.473061224489795,1024517.448,3.76
cell232,2025-02-16 14:15:00,14.698367346938776,891123.528,3.405
cell232,2025-02-16 14:30:00,19.71142857142857,2481447.488,3.144
cell232,2025-02-16 14:45:00,17.088979591836736,2273335.424,3.695
cell232,2025-02-16 15:00:00,18.409795918367347,2123258.184,3.506
cell232,2025-02-16 15:15:00,20.325714285714287,2051753.464,3.068
cell232,2025-02-16 15:30:00,20.492244897959186,2801804.8,3.291
cell232,2025-02-16 15:45:00,16.58408163265306,1216242.104,3.29
cell232,2025-02-16 16:00:00,12.406530612244898,930106.904,2.79
cell232,2025-02-16 16:15:00,15.69265306122449,1058131.664,2.617
cell232,2025-02-16 16:30:00,20.180408163265305,2737747.608,3.268
cell232,2025-02-16 16:45:00,13.921632653061222,797845.616,2.479
cell232,2025-02-16 17:00:00,19.488571428571426,1551828.864,3.425
cell232,2025-02-16 17:15:00,30.50489795918367,2153215.36,3.6
cell232,2025-02-16 17:30:00,19.97551020408163,2376451.928,3.806
cell232,2025-02-16 17:45:00,17.562857142857144,1555170.688,2.482
cell232,2025-02-16 18:00:00,25.502857142857145,2959093.944,2.47
cell232,2025-02-16 18:15:00,26.079591836734693,2635334.28,4.51
cell232,2025-02-16 18:30:00,22.994285714285713,2334442.384,3.96
cell232,2025-02-16 18:45:00,22.66122448979592,2227018.464,3.044
cell232,2025-02-16 19:00:00,16.36816326530612,1821989.896,2.193
cell232,2025-02-16 19:15:00,15.582448979591836,1424716.096,2.047
cell232,2025-02-16 19:30:00,19.10122448979592,1325548.192,2.119
cell232,2025-02-16 19:45:00,21.821632653061222,2459860.608,2.582
cell232,2025-02-16 20:00:00,14.39265306122449,1035548.712,1.959
cell232,2025-02-16 20:15:00,18.882857142857144,1310490.216,2.238
cell232,2025-02-16 20:30:00,30.734693877551017,3609571.816,2.433
cell232,2025-02-16 20:45:00,26.646530612244902,4164161.96,2.313
cell232,2025-02-16 21:00:00,12.306122448979592,480256.376,1.702
cell232,2025-02-16 21:15:00,16.575918367346937,1528702.36,1.869
cell232,2025-02-16 21:30:00,13.347346938775512,876487.312,1.475
cell232,2025-02-16 21:45:00,22.609795918367347,2869629.288,2.127
cell232,2025-02-16 22:00:00,27.749387755102045,4445216.408,1.933
cell232,2025-02-16 22:15:00,18.88326530612245,3693138.52,1.868
cell232,2025-02-16 22:30:00,21.901632653061224,2633418.232,1.931
cell232,2025-02-16 22:45:00,23.077959183673467,3015195.376,2.062
cell232,2025-02-16 23:00:00,18.68040816326531,2724243.048,1.41
cell232,2025-02-16 23:15:00,12.609387755102041,1671489.976,1.013
cell232,2025-02-16 23:30:00,19.073061224489795,3671196.432,1.657
cell232,2025-02-16 23:45:00,7.931836734693877,404696.4,1.282
cell232,2025-02-17 00:00:00,6.782857142857142,397717.064,0.996
cell232,2025-02-17 00:15:00,5.779183673469388,360838.936,0.693
cell232,2025-02-17 00:30:00,3.7795918367346935,94302.728,0.332
cell232,2025-02-17 00:45:00,3.585714285714286,184267.448,0.417
cell232,2025-02-17 01:00:00,3.0718367346938775,200866.384,0.339
cell232,2025-02-17 01:15:00,2.5881632653061226,77394.808,0.355
cell232,2025-02-17 01:30:00,1.8979591836734695,10343.136,0.213
cell232,2025-02-17 01:45:00,1.2559183673469387,26566.504,0.206
cell232,2025-02-17 02:00:00,1.7363265306122446,41718.736,0.281
cell232,2025-02-17 02:15:00,1.7648979591836735,41478.776,0.339
cell232,2025-02-17 02:30:00,0.9746938775510203,8184.792,0.114
cell232,2025-02-17 02:45:00,2.0420408163265305,28369.984,0.179
cell232,2025-02-17 03:00:00,2.406122448979592,142140.432,0.184
cell232,2025-02-17 03:15:00,0.8922448979591836,6799.408,0.11
cell232,2025-02-17 03:30:00,2.6551020408163266,46811.0,0.293
cell232,2025-02-17 03:45:00,5.0502040816326526,130321.96,0.73
cell232,2025-02-17 04:00:00,1.6371428571428572,13610.632,0.168
cell232,2025-02-17 04:15:00,1.3391836734693878,6513.728,0.122
cell232,2025-02-17 04:30:00,1.5244897959183674,9785.6,0.117
cell232,2025-02-17 04:45:00,2.0448979591836736,37341.0,0.202
cell232,2025-02-17 05:00:00,0.6955102040816327,10272.184,0.104
cell232,2025-02-17 05:15:00,0.7236734693877551,10027.992,0.107
cell232,2025-02-17 05:30:00,1.459183673469388,22870.36,0.16
cell232,2025-02-17 05:45:00,1.7134693877551022,26045.072,0.18
cell232,2025-02-17 06:00:00,2.819591836734694,49216.208,0.314
cell232,2025-02-17 06:15:00,2.8457142857142856,34677.056,0.269
cell232,2025-02-17 06:30:00,6.014285714285714,105367.976,0.311
cell232,2025-02-17 06:45:00,20.39387755102041,162500.64,0.92
cell232,2025-02-17 07:00:00,30.182448979591836,538282.392,1.367
cell232,2025-02-17 07:15:00,24.223673469387755,314844.368,1.308
cell232,2025-02-17 07:30:00,34.9269387755102,243183.4,1.587
cell232,2025-02-17 07:45:00,37.02530612244898,263724.048,1.738
cell232,2025-02-17 08:00:00,34.90408163265306,203363.024,1.377
cell232,2025-02-17 08:15:00,41.82857142857143,275595.12,1.711
cell232,2025-02-17 08:30:00,27.755510204081634,352163.392,2.04
cell232,2025-02-17 08:45:00,22.084489795918365,784263.336,1.922
cell232,2025-02-17 09:00:00,23.496326530612247,1229801.432,2.02
cell232,2025-02-17 09:15:00,44.71061224489796,4727301.936,2.837
cell232,2025-02-17 09:30:00,22.110612244897958,557241.624,1.733
cell232,2025-02-17 09:45:00,23.228571428571428,683304.48,1.734
cell232,2025-02-17 10:00:00,33.884081632653064,320288.032,1.919
cell232,2025-02-17 10:15:00,44.895918367346944,792012.432,2.011
cell232,2025-02-17 10:30:00,46.065714285714286,593048.96,2.367
cell232,2025-02-17 10:45:00,52.108979591836736,1365621.128,2.7
cell232,2025-02-17 11:00:00,51.92408163265306,681960.472,2.42
cell232,2025-02-17 11:15:00,47.86530612244898,772458.624,2.846
cell232,2025-02-17 11:30:00,35.199183673469385,1044034.952,3.398
cell232,2025-02-17 11:45:00,26.864081632653058,1123118.824,2.7
cell232,2025-02-17 12:00:00,18.153469387755102,495930.952,2.275
cell232,2025-02-17 12:15:00,21.903673469387755,561007.6,2.328
cell232,2025-02-17 12:30:00,26.10408163265306,830802.136,2.765
cell232,2025-02-17 12:45:00,37.04,759259.096,3.065
cell232,2025-02-17 13:00:00,32.80734693877551,657594.816,3.334
cell232,2025-02-17 13:15:00,33.45918367346938,994709.128,3.161
cell232,2025-02-17 13:30:00,30.2265306122449,604779.056,2.761
cell232,2025-02-17 13:45:00,15.968979591836735,1402952.16,2.804
cell232,2025-02-17 14:00:00,13.753061224489796,1500018.0,3.653
cell232,2025-02-17 14:15:00,12.828163265306122,592414.464,2.682
cell232,2025-02-17 14:30:00,18.012244897959185,1287148.208,3.111
cell232,2025-02-17 14:45:00,22.962040816326528,1033563.264,4.13
cell232,2025-02-17 15:00:00,29.132653061224488,873618.704,4.08
cell232,2025-02-17 15:15:00,35.286530612244896,636374.752,3.317
cell232,2025-02-17 15:30:00,21.81795918367347,829299.208,2.363
cell232,2025-02-17 15:45:00,14.407755102040817,864320.64,1.97
cell232,2025-02-17 16:00:00,45.12571428571429,1478393.584,2.691
cell232,2025-02-17 16:15:00,29.51183673469388,1340842.712,3.102
cell232,2025-02-17 16:30:00,33.65020408163265,1049182.368,3.57
cell232,2025-02-17 16:45:00,40.90938775510204,2073373.624,3.156
cell232,2025-02-17 17:00:00,35.89020408163265,874500.464,3.928
cell232,2025-02-17 17:15:00,16.569795918367344,628713.432,2.731
cell232,2025-02-17 17:30:00,12.346122448979592,446595.032,1.953
cell232,2025-02-17 17:45:00,34.6330612244898,1142149.208,2.417
cell232,2025-02-17 18:00:00,64.06489795918368,3416457.256,3.573
cell232,2025-02-17 18:15:00,49.73265306122449,2792475.512,3.684
cell232,2025-02-17 18:30:00,13.831428571428573,3287092.008,1.389
cell232,2025-02-17 18:45:00,11.247755102040816,502761.72,1.987
cell232,2025-02-17 19:00:00,13.369795918367346,839305.96,2.222
cell232,2025-02-17 19:15:00,12.993469387755102,521279.224,1.459
cell232,2025-02-17 19:30:00,9.758775510204082,226705.08,1.092
cell232,2025-02-17 19:45:00,12.280816326530612,461122.304,1.72
cell232,2025-02-17 20:00:00,15.819183673469386,2774957.392,2.225
cell232,2025-02-17 20:15:00,13.802448979591839,363365.808,1.457
cell232,2025-02-17 20:30:00,10.952244897959183,992090.656,1.556
cell232,2025-02-17 20:45:00,11.915510204081633,466047.808,1.383
cell232,2025-02-17 21:00:00,9.17142857142857,476264.24,1.023
cell232,2025-02-17 21:15:00,7.851428571428571,366946.648,0.846
cell232,2025-02-17 21:30:00,7.514285714285715,425165.096,1.084
cell232,2025-02-17 21:45:00,7.746938775510204,294646.312,0.804
cell232,2025-02-17 22:00:00,13.424489795918367,846789.696,0.692
cell232,2025-02-17 22:15:00,13.997142857142858,1174251.624,1.259
cell232,2025-02-17 22:30:00,7.594285714285714,427812.36,0.959
cell232,2025-02-17 22:45:00,8.01469387755102,684858.456,0.608
cell232,2025-02-17 23:00:00,11.340408163265305,407611.6,1.188
cell232,2025-02-17 23:15:00,11.381632653061226,381661.696,1.286
cell232,2025-02-17 23:30:00,9.672244897959184,210810.92,0.646
cell232,2025-02-17 23:45:00,8.363265306122448,296579.552,0.837
cell232,2025-02-18 00:00:00,5.064489795918367,175960.44,0.422
cell232,2025-02-18 00:15:00,7.951428571428572,307868.224,0.761
cell232,2025-02-18 00:30:00,5.564897959183673,133801.872,0.325
cell232,2025-02-18 00:45:00,5.685714285714286,129008.232,0.325
cell232,2025-02-18 01:00:00,5.9563265306122455,119973.216,0.271
cell232,2025-02-18 01:15:00,4.496326530612245,49832.36,0.282
cell232,2025-02-18 01:30:00,2.2832653061224493,43907.456,0.294
cell232,2025-02-18 01:45:00,0.8146938775510204,18344.96,0.138
cell232,2025-02-18 02:00:00,1.7265306122448982,44148.528,0.253
cell232,2025-02-18 02:15:00,2.543265306122449,34606.648,0.208
cell232,2025-02-18 02:30:00,6.144081632653061,27181.656,0.179
cell232,2025-02-18 02:45:00,0.9448979591836734,28323.96,0.164
cell232,2025-02-18 03:00:00,2.3934693877551023,52294.992,0.327
cell232,2025-02-18 03:15:00,1.0844897959183675,29697.544,0.192
cell232,2025-02-18 03:30:00,0.776734693877551,19121.632,0.137
cell232,2025-02-18 03:45:00,1.1118367346938778,29371.032,0.185
cell232,2025-02-18 04:00:00,1.6632653061224492,36753.712,0.209
cell232,2025-02-18 04:15:00,1.673469387755102,43869.08,0.223
cell232,2025-02-18 04:30:00,1.1400000000000001,24618.632,0.17
cell232,2025-02-18 04:45:00,1.5081632653061223,38454.28,0.258
cell232,2025-02-18 05:00:00,1.4791836734693877,28867.68,0.206
cell232,2025-02-18 05:15:00,1.997142857142857,62090.192,0.332
cell232,2025-02-18 05:30:00,1.6142857142857143,28310.136,0.224
cell232,2025-02-18 05:45:00,3.7906122448979596,25639.344,0.21
cell232,2025-02-18 06:00:00,2.6314285714285712,89828.096,0.38
cell232,2025-02-18 06:15:00,5.57469387755102,77721.696,0.493
cell232,2025-02-18 06:30:00,4.8697959183673465,162646.824,0.561
cell232,2025-02-18 06:45:00,17.030204081632654,229496.664,0.973
cell232,2025-02-18 07:00:00,20.63755102040816,325089.936,1.358
cell232,2025-02-18 07:15:00,24.85469387755102,285444.16,1.366
cell232,2025-02-18 07:30:00,40.29918367346939,309146.256,2.042
cell232,2025-02-18 07:45:00,37.70693877551021,400454.312,2.125
cell232,2025-02-18 08:00:00,51.27591836734694,678303.856,2.678
cell232,2025-02-18 08:15:00,54.30734693877552,1882993.408,2.666
cell232,2025-02-18 08:30:00,26.218775510204082,946589.672,2.335
cell232,2025-02-18 08:45:00,13.571428571428571,487749.048,1.54
cell232,2025-02-18 09:00:00,17.963265306122448,566838.232,2.089
cell232,2025-02-18 09:15:00,18.38204081632653,699793.136,2.192
cell232,2025-02-18 09:30:00,25.690204081632658,995052.528,3.125
cell232,2025-02-18 09:45:00,26.057551020408166,2465210.816,2.42
cell232,2025-02-18 10:00:00,29.226938775510202,1563133.624,3.099
cell232,2025-02-18 10:15:00,28.73673469387755,1436847.904,2.617
cell232,2025-02-18 10:30:00,25.91673469387755,396612.92,1.881
cell232,2025-02-18 10:45:00,15.513877551020409,925468.4,2.249
cell232,2025-02-18 11:00:00,43.55836734693877,1431127.992,3.959
cell232,2025-02-18 11:15:00,40.27918367346939,2126482.216,4.452
cell232,2025-02-18 11:30:00,47.62530612244898,2127813.76,4.912
cell232,2025-02-18 11:45:00,39.65265306122449,1742556.608,4.33
cell232,2025-02-18 12:00:00,36.6061224489796,1097899.544,3.95
cell232,2025-02-18 12:15:00,38.58775510204082,1337933.336,4.385
cell232,2025-02-18 12:30:00,37.68816326530612,1278979.896,4.367
cell232,2025-02-18 12:45:00,23.3534693877551,1187771.216,4.753
cell232,2025-02-18 13:00:00,38.12163265306122,1559074.0,5.69
cell232,2025-02-18 13:15:00,27.139591836734695,1494119.64,4.153
cell232,2025-02-18 13:30:00,15.73387755102041,1097856.04,3.348
cell232,2025-02-18 13:45:00,14.529387755102041,1104488.984,4.031
cell232,2025-02-18 14:00:00,33.65102040816326,1167488.136,4.399
cell232,2025-02-18 14:15:00,30.53102040816327,1196447.904,4.19
cell232,2025-02-18 14:30:00,25.00857142857143,1199859.68,3.405
cell232,2025-02-18 14:45:00,37.43755102040816,1172163.832,4.524
cell232,2025-02-18 15:00:00,38.76897959183673,1325884.696,4.377
cell232,2025-02-18 15:15:00,31.473877551020408,1381899.648,4.095
cell232,2025-02-18 15:30:00,28.851020408163265,1875171.952,4.095
cell232,2025-02-18 15:45:00,15.875918367346939,961006.728,3.796
cell232,2025-02-18 16:00:00,20.270612244897958,1000159.96,3.517
cell232,2025-02-18 16:15:00,31.644081632653066,1523891.168,3.876
cell232,2025-02-18 16:30:00,27.086530612244896,3683002.192,4.505
cell232,2025-02-18 16:45:00,27.74367346938775,2068606.824,4.279
cell232,2025-02-18 17:00:00,28.57836734693877,1661686.784,3.92
cell232,2025-02-18 17:15:00,29.538775510204086,3198728.848,4.481
cell232,2025-02-18 17:30:00,37.605714285714285,877784.6,3.839
cell232,2025-02-18 17:45:00,37.02326530612245,2161667.192,3.614
cell232,2025-02-18 18:00:00,16.72938775510204,1339167.912,3.006
cell232,2025-02-18 18:15:00,17.39795918367347,928964.744,3.192
cell232,2025-02-18 18:30:00,12.712244897959183,654489.504,2.456
cell232,2025-02-18 18:45:00,14.73877551020408,1037432.864,2.461
cell232,2025-02-18 19:00:00,11.40938775510204,559407.032,2.258
cell232,2025-02-18 19:15:00,11.433877551020409,506084.736,2.101
cell232,2025-02-18 19:30:00,13.416326530612244,663322.264,2.624
cell232,2025-02-18 19:45:00,12.884897959183675,782076.576,2.421
cell232,2025-02-18 20:00:00,11.38938775510204,543690.44,1.928
cell232,2025-02-18 20:15:00,14.588571428571429,505665.16,1.817
cell232,2025-02-18 20:30:00,13.35142857142857,808818.904,1.799
cell232,2025-02-18 20:45:00,18.65877551020408,1179590.232,1.639
cell232,2025-02-18 21:00:00,11.46,643385.048,1.496
cell232,2025-02-18 21:15:00,10.335510204081633,464299.24,1.647
cell232,2025-02-18 21:30:00,9.882857142857143,411702.008,1.444
cell232,2025-02-18 21:45:00,19.251020408163267,1168707.824,1.85
cell232,2025-02-18 22:00:00,19.91551020408163,670445.6,1.83
cell232,2025-02-18 22:15:00,12.704897959183672,319850.776,1.48
cell232,2025-02-18 22:30:00,10.462040816326532,418488.136,1.62
cell232,2025-02-18 22:45:00,11.398775510204082,363007.528,1.342
cell232,2025-02-18 23:00:00,9.52204081632653,365631.672,1.61
cell232,2025-02-18 23:15:00,9.508163265306123,496360.712,1.669
cell232,2025-02-18 23:30:00,9.368571428571428,379551.856,1.406
cell232,2025-02-18 23:45:00,14.638367346938775,1503201.592,1.279
cell232,2025-02-19 00:00:00,8.180408163265307,288699.696,1.209
cell232,2025-02-19 00:15:00,6.823673469387755,214554.728,0.771
cell232,2025-02-19 00:30:00,4.1032653061224496,166267.96,0.593
cell232,2025-02-19 00:45:00,6.196734693877551,823064.84,0.679
cell232,2025-02-19 01:00:00,4.9,181724.04,0.786
cell232,2025-02-19 01:15:00,4.408163265306123,196576.896,0.852
cell232,2025-02-19 01:30:00,5.083265306122449,501260.0,0.823
cell232,2025-02-19 01:45:00,4.455102040816326,170967.184,0.715
cell232,2025-02-19 02:00:00,4.118367346938776,192442.296,0.818
cell232,2025-02-19 02:15:00,4.135918367346939,187547.52,0.759
cell232,2025-02-19 02:30:00,4.109795918367348,164508.76,0.685
cell232,2025-02-19 02:45:00,2.7497959183673473,142056.128,0.496
cell232,2025-02-19 03:00:00,2.9391836734693877,147718.4,0.49
cell232,2025-02-19 03:15:00,2.342857142857143,138398.816,0.461
cell232,2025-02-19 03:30:00,2.13265306122449,138767.496,0.435
cell232,2025-02-19 03:45:00,2.296326530612245,141617.48,0.463
cell232,2025-02-19 04:00:00,2.478775510204082,140812.824,0.456
cell232,2025-02-19 04:15:00,1.923265306122449,53141.328,0.353
cell232,2025-02-19 04:30:00,2.8057142857142856,73056.216,0.475
cell232,2025-02-19 04:45:00,3.849795918367347,102553.568,0.545
cell232,2025-02-19 05:00:00,3.5473469387755108,94386.56,0.513
cell232,2025-02-19 05:15:00,2.778775510204081,102052.936,0.428
cell232,2025-02-19 05:30:00,3.881224489795918,79053.432,0.521
cell232,2025-02-19 05:45:00,3.4844897959183676,108580.68,0.452
cell232,2025-02-19 06:00:00,4.581632653061225,87518.648,0.512
cell232,2025-02-19 06:15:00,5.51265306122449,139140.112,0.685
cell232,2025-02-19 06:30:00,7.400408163265307,239671.936,0.917
cell232,2025-02-19 06:45:00,15.420408163265305,325761.008,1.342
cell232,2025-02-19 07:00:00,31.52408163265306,469120.52,1.896
cell232,2025-02-19 07:15:00,27.030204081632654,475391.864,1.96
cell232,2025-02-19 07:30:00,33.70816326530612,438582.616,2.103
cell232,2025-02-19 07:45:00,47.95469387755102,1283229.376,2.47
cell232,2025-02-19 08:00:00,40.67061224489796,2247547.56,2.606
cell232,2025-02-19 08:15:00,30.79142857142857,488164.856,2.285
cell232,2025-02-19 08:30:00,50.462857142857146,2765040.736,2.635
cell232,2025-02-19 08:45:00,10.508163265306122,679113.168,2.002
cell232,2025-02-19 09:00:00,10.21795918367347,665564.808,2.133
cell232,2025-02-19 09:15:00,11.621632653061225,673626.92,2.052
cell232,2025-02-19 09:30:00,11.397551020408162,589061.944,2.48
cell232,2025-02-19 09:45:00,11.199591836734694,586176.168,2.479
cell232,2025-02-19 10:00:00,20.48857142857143,2140625.088,3.234
cell232,2025-02-19 10:15:00,12.936326530612243,1262478.792,3.623
cell232,2025-02-19 10:30:00,42.01755102040816,1000988.144,3.973
cell232,2025-02-19 10:45:00,15.657551020408162,1058270.536,3.365
cell232,2025-02-19 11:00:00,36.469795918367346,1225567.664,3.322
cell232,2025-02-19 11:15:00,40.295102040816325,942438.752,3.388
cell232,2025-02-19 11:30:00,39.646530612244895,1274985.408,4.599
cell232,2025-02-19 11:45:00,40.16204081632653,1418810.28,4.367
cell232,2025-02-19 12:00:00,37.63755102040817,1229758.952,3.644
cell232,2025-02-19 12:15:00,40.35795918367347,1135253.888,3.955
cell232,2025-02-19 12:30:00,38.91061224489796,2394309.576,4.325
cell232,2025-02-19 12:45:00,40.35673469387755,1254307.696,4.623
cell232,2025-02-19 13:00:00,24.888979591836737,1580118.704,3.637
cell232,2025-02-19 13:15:00,17.395102040816326,1032617.928,3.752
cell232,2025-02-19 13:30:00,16.15265306122449,831302.64,3.248
cell232,2025-02-19 13:45:00,17.87061224489796,985178.008,3.827
cell232,2025-02-19 14:00:00,37.33428571428571,1193381.84,4.16
cell232,2025-02-19 14:15:00,36.202448979591836,1018492.536,3.961
cell232,2025-02-19 14:30:00,36.36612244897959,2079032.224,4.036
cell232,2025-02-19 14:45:00,46.58938775510204,1419785.624,4.394
cell232,2025-02-19 15:00:00,39.81510204081633,2018449.976,5.005
cell232,2025-02-19 15:15:00,21.193877551020407,2095600.112,4.513
cell232,2025-02-19 15:30:00,19.19469387755102,1677235.968,4.163
cell232,2025-02-19 15:45:00,15.76612244897959,1973824.32,3.553
cell232,2025-02-19 16:00:00,11.841632653061225,975883.216,3.326
cell232,2025-02-19 16:15:00,29.546530612244897,1725127.04,4.283
cell232,2025-02-19 16:30:00,31.633877551020404,1538218.024,4.49
cell232,2025-02-19 16:45:00,23.402448979591835,933692.992,4.014
cell232,2025-02-19 17:00:00,30.93918367346939,1990280.384,5.346
cell232,2025-02-19 17:15:00,52.36081632653061,2489525.28,5.775
cell232,2025-02-19 17:30:00,50.29918367346939,1449385.832,5.124
cell232,2025-02-19 17:45:00,37.64367346938776,2530581.2,4.996
cell232,2025-02-19 18:00:00,25.700816326530614,1423300.144,5.1
cell232,2025-02-19 18:15:00,35.513469387755094,2247293.632,4.843
cell232,2025-02-19 18:30:00,19.113469387755103,3070917.928,4.486
cell232,2025-02-19 18:45:00,24.451428571428572,2607830.72,5.672
cell232,2025-02-19 19:00:00,23.600408163265303,2996097.608,6.383
cell232,2025-02-19 19:15:00,28.24122448979592,3614157.944,5.536
cell232,2025-02-19 19:30:00,44.42081632653061,4496039.144,5.202
cell232,2025-02-19 19:45:00,23.087755102040816,1947045.736,4.735
cell232,2025-02-19 20:00:00,18.09510204081633,1394274.512,3.527
cell232,2025-02-19 20:15:00,44.39918367346939,4391308.68,5.718
cell232,2025-02-19 20:30:00,34.986938775510204,3866976.488,5.44
cell232,2025-02-19 20:45:00,25.925714285714285,2719479.552,4.13
cell232,2025-02-19 21:00:00,21.81469387755102,1522543.776,4.415
cell232,2025-02-19 21:15:00,27.83102040816327,2764315.896,4.557
cell232,2025-02-19 21:30:00,28.713061224489795,4986589.512,3.614
cell232,2025-02-19 21:45:00,50.999591836734695,12670701.504,5.831
cell232,2025-02-19 22:00:00,39.906938775510206,11118643.64,5.318
cell232,2025-02-19 22:15:00,42.89632653061224,12364820.136,5.151
cell232,2025-02-19 22:30:00,49.71061224489796,17403418.12,3.989
cell232,2025-02-19 22:45:00,54.6934693877551,21741491.8,3.815
cell232,2025-02-19 23:00:00,28.275102040816325,6869091.608,3.491
cell232,2025-02-19 23:15:00,19.523673469387752,1746557.712,2.707
cell232,2025-02-19 23:30:00,12.954693877551021,747582.92,2.09
cell232,2025-02-19 23:45:00,25.632244897959183,2807910.576,3.144
cell232,2025-02-20 00:00:00,17.099591836734692,1512811.832,2.868
cell232,2025-02-20 00:15:00,21.515510204081632,3024106.832,2.742
cell232,2025-02-20 00:30:00,19.60122448979592,3398842.048,2.79
cell232,2025-02-20 00:45:00,15.47387755102041,1753043.608,2.632
cell232,2025-02-20 01:00:00,27.514285714285712,7686578.104,3.034
cell232,2025-02-20 01:15:00,42.200816326530614,13176640.256,3.842
cell232,2025-02-20 01:30:00,44.13142857142857,15970164.336,3.034
cell232,2025-02-20 01:45:00,15.147755102040817,2962022.064,1.09
cell232,2025-02-20 02:00:00,13.5,1111794.92,1.465
cell232,2025-02-20 02:15:00,11.821224489795918,736634.336,0.999
cell232,2025-02-20 02:30:00,12.586122448979593,931999.048,0.979
cell232,2025-02-20 02:45:00,12.563673469387753,840897.344,1.109
cell232,2025-02-20 03:00:00,13.489795918367346,912936.656,1.177
cell232,2025-02-20 03:15:00,6.64326530612245,458843.968,0.601
cell232,2025-02-20 03:30:00,0.5869387755102041,5015.552,0.13
cell232,2025-02-20 03:45:00,0.6012244897959185,5666.392,0.125
cell232,2025-02-20 04:00:00,0.6244897959183674,5388.92,0.136
cell232,2025-02-20 04:15:00,0.8893877551020408,15814.128,0.173
cell232,2025-02-20 04:30:00,1.5448979591836736,114425.8,0.195
cell232,2025-02-20 04:45:00,0.6628571428571429,7885.784,0.132
